x	acos	binomial	nvidia0	nvidia1	nvidia2	nvidia3	nvidia4	nvidia5	nvidia6	d_binomial	d_nvidia0	d_nvidia1	d_nvidia2	d_nvidia3	d_nvidia4	d_nvidia5	d_nvidia6
-0.727655	2.385693	2.363379	2.385675	2.385675	2.385675	2.385675	2.385675	2.385675	2.385675	0.022314	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.727555	2.385547	2.363252	2.385530	2.385530	2.385530	2.385530	2.385530	2.385530	2.385530	0.022295	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.727455	2.385401	2.363125	2.385384	2.385384	2.385384	2.385384	2.385384	2.385384	2.385384	0.022277	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.727355	2.385256	2.362997	2.385238	2.385238	2.385238	2.385238	2.385238	2.385238	2.385238	0.022259	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.727255	2.385110	2.362870	2.385092	2.385092	2.385092	2.385092	2.385092	2.385092	2.385092	0.022240	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017	0.000017
-0.727155	2.384964	2.362743	2.384947	2.384947	2.384947	2.384947	2.384947	2.384947	2.384947	0.022222	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.727055	2.384819	2.362615	2.384801	2.384801	2.384801	2.384801	2.384801	2.384801	2.384801	0.022203	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017	0.000017
-0.726955	2.384673	2.362488	2.384655	2.384655	2.384655	2.384655	2.384655	2.384655	2.384655	0.022185	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.726855	2.384527	2.362360	2.384510	2.384510	2.384510	2.384510	2.384510	2.384510	2.384510	0.022167	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.726755	2.384382	2.362233	2.384364	2.384364	2.384364	2.384364	2.384364	2.384364	2.384364	0.022149	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
-0.726655	2.384236	2.362106	2.384218	2.384218	2.384219	2.384219	2.384219	2.384219	2.384219	0.022130	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017	0.000017
-0.726555	2.384091	2.361979	2.384073	2.384073	2.384073	2.384073	2.384073	2.384073	2.384073	0.022112	0.000018	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017
-0.726455	2.383945	2.361851	2.383928	2.383928	2.383928	2.383928	2.383928	2.383928	2.383928	0.022094	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.726355	2.383800	2.361724	2.383782	2.383782	2.383782	2.383782	2.383782	2.383782	2.383782	0.022075	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017	0.000017
-0.726255	2.383654	2.361597	2.383636	2.383636	2.383636	2.383637	2.383637	2.383637	2.383637	0.022057	0.000018	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017
-0.726155	2.383508	2.361470	2.383491	2.383491	2.383491	2.383491	2.383491	2.383491	2.383491	0.022039	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.726055	2.383363	2.361342	2.383346	2.383346	2.383346	2.383346	2.383346	2.383346	2.383346	0.022021	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725955	2.383218	2.361215	2.383200	2.383200	2.383200	2.383200	2.383200	2.383200	2.383200	0.022002	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725855	2.383072	2.361088	2.383055	2.383055	2.383055	2.383055	2.383055	2.383055	2.383055	0.021984	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725754	2.382927	2.360961	2.382909	2.382909	2.382910	2.382910	2.382910	2.382910	2.382910	0.021966	0.000018	0.000018	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725654	2.382782	2.360833	2.382764	2.382764	2.382764	2.382764	2.382764	2.382764	2.382764	0.021948	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725554	2.382636	2.360706	2.382619	2.382619	2.382619	2.382619	2.382619	2.382619	2.382619	0.021930	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725454	2.382491	2.360579	2.382473	2.382473	2.382473	2.382473	2.382473	2.382473	2.382473	0.021912	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725354	2.382345	2.360452	2.382328	2.382328	2.382328	2.382328	2.382328	2.382328	2.382328	0.021894	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725254	2.382200	2.360325	2.382183	2.382183	2.382183	2.382183	2.382183	2.382183	2.382183	0.021876	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725154	2.382055	2.360198	2.382038	2.382038	2.382038	2.382038	2.382038	2.382038	2.382038	0.021857	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.725054	2.381910	2.360070	2.381892	2.381892	2.381893	2.381893	2.381893	2.381893	2.381893	0.021839	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724954	2.381764	2.359943	2.381747	2.381747	2.381747	2.381747	2.381747	2.381747	2.381747	0.021821	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724854	2.381619	2.359816	2.381602	2.381602	2.381602	2.381602	2.381602	2.381602	2.381602	0.021803	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724754	2.381474	2.359689	2.381457	2.381457	2.381457	2.381457	2.381457	2.381457	2.381457	0.021785	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724654	2.381329	2.359562	2.381312	2.381312	2.381312	2.381312	2.381312	2.381312	2.381312	0.021767	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724554	2.381184	2.359435	2.381167	2.381167	2.381167	2.381167	2.381167	2.381167	2.381167	0.021749	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724454	2.381039	2.359307	2.381022	2.381022	2.381022	2.381022	2.381022	2.381022	2.381022	0.021731	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724354	2.380894	2.359180	2.380877	2.380877	2.380877	2.380877	2.380877	2.380877	2.380877	0.021713	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724254	2.380749	2.359053	2.380732	2.380732	2.380732	2.380732	2.380732	2.380732	2.380732	0.021695	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724154	2.380604	2.358926	2.380587	2.380587	2.380587	2.380587	2.380587	2.380587	2.380587	0.021677	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.724054	2.380459	2.358799	2.380442	2.380442	2.380442	2.380442	2.380442	2.380442	2.380442	0.021660	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723954	2.380314	2.358672	2.380296	2.380296	2.380297	2.380297	2.380297	2.380297	2.380297	0.021642	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723854	2.380168	2.358545	2.380152	2.380152	2.380152	2.380152	2.380152	2.380152	2.380152	0.021624	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723754	2.380023	2.358418	2.380007	2.380007	2.380007	2.380007	2.380007	2.380007	2.380007	0.021606	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723654	2.379879	2.358291	2.379862	2.379862	2.379862	2.379862	2.379862	2.379862	2.379862	0.021588	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723554	2.379734	2.358164	2.379717	2.379717	2.379717	2.379717	2.379717	2.379717	2.379717	0.021570	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723454	2.379589	2.358037	2.379572	2.379572	2.379572	2.379572	2.379572	2.379572	2.379572	0.021552	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723354	2.379444	2.357910	2.379427	2.379427	2.379427	2.379427	2.379427	2.379427	2.379427	0.021534	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723254	2.379299	2.357783	2.379282	2.379282	2.379282	2.379282	2.379282	2.379282	2.379282	0.021517	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723154	2.379154	2.357656	2.379138	2.379138	2.379138	2.379138	2.379138	2.379138	2.379138	0.021499	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.723054	2.379009	2.357528	2.378993	2.378993	2.378993	2.378993	2.378993	2.378993	2.378993	0.021481	0.000017	0.000017	0.000016	0.000016	0.000016	0.000016	0.000016
-0.722954	2.378865	2.357402	2.378848	2.378848	2.378848	2.378848	2.378848	2.378848	2.378848	0.021463	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.722854	2.378720	2.357275	2.378703	2.378703	2.378704	2.378703	2.378703	2.378703	2.378703	0.021446	0.000017	0.000017	0.000016	0.000017	0.000017	0.000017	0.000017
-0.722754	2.378575	2.357148	2.378559	2.378559	2.378559	2.378559	2.378559	2.378559	2.378559	0.021428	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.722654	2.378431	2.357021	2.378414	2.378414	2.378414	2.378414	2.378414	2.378414	2.378414	0.021410	0.000017	0.000017	0.000016	0.000016	0.000016	0.000016	0.000016
-0.722554	2.378286	2.356894	2.378269	2.378269	2.378269	2.378269	2.378269	2.378269	2.378269	0.021392	0.000017	0.000017	0.000016	0.000016	0.000016	0.000016	0.000016
-0.722454	2.378141	2.356767	2.378125	2.378125	2.378125	2.378125	2.378125	2.378125	2.378125	0.021375	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017	0.000017
-0.722354	2.377997	2.356640	2.377980	2.377980	2.377980	2.377980	2.377980	2.377980	2.377980	0.021357	0.000017	0.000017	0.000016	0.000016	0.000016	0.000016	0.000016
-0.722254	2.377852	2.356513	2.377836	2.377836	2.377836	2.377836	2.377836	2.377836	2.377836	0.021339	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.722154	2.377707	2.356386	2.377691	2.377691	2.377691	2.377691	2.377691	2.377691	2.377691	0.021322	0.000017	0.000017	0.000016	0.000017	0.000017	0.000017	0.000017
-0.722054	2.377563	2.356259	2.377546	2.377546	2.377546	2.377546	2.377546	2.377546	2.377546	0.021304	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721954	2.377418	2.356132	2.377402	2.377402	2.377402	2.377402	2.377402	2.377402	2.377402	0.021286	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721854	2.377274	2.356005	2.377257	2.377257	2.377257	2.377257	2.377257	2.377257	2.377257	0.021269	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721754	2.377129	2.355878	2.377113	2.377113	2.377113	2.377113	2.377113	2.377113	2.377113	0.021251	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721654	2.376985	2.355751	2.376968	2.376968	2.376968	2.376968	2.376968	2.376968	2.376968	0.021233	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721554	2.376840	2.355624	2.376824	2.376824	2.376824	2.376824	2.376824	2.376824	2.376824	0.021216	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721454	2.376696	2.355498	2.376679	2.376679	2.376679	2.376680	2.376680	2.376680	2.376680	0.021198	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721354	2.376551	2.355371	2.376535	2.376535	2.376535	2.376535	2.376535	2.376535	2.376535	0.021181	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721254	2.376407	2.355244	2.376391	2.376391	2.376391	2.376391	2.376391	2.376391	2.376391	0.021163	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721154	2.376263	2.355117	2.376246	2.376246	2.376246	2.376246	2.376246	2.376246	2.376246	0.021146	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.721054	2.376118	2.354990	2.376102	2.376102	2.376102	2.376102	2.376102	2.376102	2.376102	0.021128	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720954	2.375974	2.354863	2.375958	2.375958	2.375958	2.375958	2.375958	2.375958	2.375958	0.021111	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720854	2.375830	2.354737	2.375813	2.375813	2.375813	2.375813	2.375813	2.375813	2.375813	0.021093	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720754	2.375685	2.354610	2.375669	2.375669	2.375669	2.375669	2.375669	2.375669	2.375669	0.021075	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720654	2.375541	2.354483	2.375525	2.375525	2.375525	2.375525	2.375525	2.375525	2.375525	0.021058	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720554	2.375397	2.354356	2.375381	2.375381	2.375381	2.375381	2.375381	2.375381	2.375381	0.021041	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720454	2.375252	2.354229	2.375237	2.375237	2.375237	2.375237	2.375237	2.375237	2.375237	0.021023	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720354	2.375108	2.354103	2.375092	2.375092	2.375092	2.375092	2.375092	2.375092	2.375092	0.021006	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720254	2.374964	2.353976	2.374948	2.374948	2.374948	2.374948	2.374948	2.374948	2.374948	0.020988	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720154	2.374820	2.353849	2.374804	2.374804	2.374804	2.374804	2.374804	2.374804	2.374804	0.020971	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.720054	2.374676	2.353722	2.374660	2.374660	2.374660	2.374660	2.374660	2.374660	2.374660	0.020954	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719954	2.374532	2.353595	2.374516	2.374516	2.374516	2.374516	2.374516	2.374516	2.374516	0.020936	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719854	2.374388	2.353469	2.374372	2.374372	2.374372	2.374372	2.374372	2.374372	2.374372	0.020919	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719754	2.374243	2.353342	2.374228	2.374228	2.374228	2.374228	2.374228	2.374228	2.374228	0.020901	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719653	2.374099	2.353215	2.374084	2.374084	2.374084	2.374084	2.374084	2.374084	2.374084	0.020884	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719553	2.373955	2.353088	2.373940	2.373940	2.373940	2.373940	2.373940	2.373940	2.373940	0.020867	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719453	2.373811	2.352962	2.373796	2.373796	2.373796	2.373796	2.373796	2.373796	2.373796	0.020850	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719353	2.373667	2.352835	2.373652	2.373652	2.373652	2.373652	2.373652	2.373652	2.373652	0.020832	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719253	2.373523	2.352708	2.373507	2.373507	2.373508	2.373508	2.373508	2.373508	2.373508	0.020815	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.719153	2.373379	2.352582	2.373364	2.373364	2.373364	2.373364	2.373364	2.373364	2.373364	0.020798	0.000016	0.000016	0.000015	0.000015	0.000015	0.000015	0.000015
-0.719053	2.373235	2.352455	2.373220	2.373220	2.373220	2.373220	2.373220	2.373220	2.373220	0.020780	0.000016	0.000016	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718953	2.373092	2.352328	2.373076	2.373076	2.373076	2.373076	2.373076	2.373076	2.373076	0.020763	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.718853	2.372948	2.352202	2.372932	2.372932	2.372932	2.372932	2.372932	2.372932	2.372932	0.020746	0.000016	0.000016	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718753	2.372804	2.352075	2.372788	2.372788	2.372788	2.372788	2.372788	2.372788	2.372788	0.020729	0.000016	0.000016	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718653	2.372660	2.351948	2.372644	2.372644	2.372644	2.372644	2.372644	2.372644	2.372644	0.020712	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016	0.000016
-0.718553	2.372516	2.351822	2.372501	2.372501	2.372501	2.372501	2.372501	2.372501	2.372501	0.020694	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718453	2.372372	2.351695	2.372357	2.372357	2.372357	2.372357	2.372357	2.372357	2.372357	0.020677	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718353	2.372229	2.351568	2.372213	2.372213	2.372213	2.372213	2.372213	2.372213	2.372213	0.020660	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718253	2.372085	2.351442	2.372069	2.372069	2.372069	2.372069	2.372069	2.372069	2.372069	0.020643	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718153	2.371941	2.351315	2.371926	2.371926	2.371926	2.371926	2.371926	2.371926	2.371926	0.020626	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.718053	2.371798	2.351189	2.371782	2.371782	2.371782	2.371782	2.371782	2.371782	2.371782	0.020609	0.000016	0.000016	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717953	2.371654	2.351062	2.371638	2.371638	2.371638	2.371638	2.371638	2.371638	2.371638	0.020592	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717853	2.371510	2.350935	2.371495	2.371495	2.371495	2.371495	2.371495	2.371495	2.371495	0.020575	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717753	2.371367	2.350809	2.371351	2.371351	2.371351	2.371351	2.371351	2.371351	2.371351	0.020558	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717653	2.371223	2.350682	2.371207	2.371207	2.371207	2.371207	2.371207	2.371207	2.371207	0.020540	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717553	2.371079	2.350556	2.371064	2.371064	2.371064	2.371064	2.371064	2.371064	2.371064	0.020523	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717453	2.370936	2.350429	2.370920	2.370920	2.370920	2.370920	2.370920	2.370920	2.370920	0.020506	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717353	2.370792	2.350303	2.370777	2.370777	2.370777	2.370777	2.370777	2.370777	2.370777	0.020489	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717253	2.370648	2.350176	2.370633	2.370633	2.370633	2.370633	2.370633	2.370633	2.370633	0.020472	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717153	2.370505	2.350050	2.370490	2.370490	2.370490	2.370490	2.370490	2.370490	2.370490	0.020455	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.717053	2.370361	2.349923	2.370346	2.370346	2.370346	2.370346	2.370346	2.370346	2.370346	0.020438	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716953	2.370218	2.349797	2.370203	2.370203	2.370203	2.370203	2.370203	2.370203	2.370203	0.020422	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716853	2.370075	2.349670	2.370059	2.370059	2.370059	2.370059	2.370059	2.370059	2.370059	0.020404	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716753	2.369931	2.349544	2.369916	2.369916	2.369916	2.369916	2.369916	2.369916	2.369916	0.020388	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716653	2.369788	2.349417	2.369772	2.369772	2.369773	2.369773	2.369773	2.369773	2.369773	0.020370	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716553	2.369644	2.349291	2.369629	2.369629	2.369629	2.369629	2.369629	2.369629	2.369629	0.020354	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716453	2.369501	2.349164	2.369486	2.369486	2.369486	2.369486	2.369486	2.369486	2.369486	0.020337	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716353	2.369358	2.349038	2.369343	2.369343	2.369343	2.369343	2.369343	2.369343	2.369343	0.020320	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716253	2.369214	2.348911	2.369199	2.369199	2.369199	2.369199	2.369199	2.369199	2.369199	0.020303	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716153	2.369071	2.348785	2.369056	2.369056	2.369056	2.369056	2.369056	2.369056	2.369056	0.020286	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.716053	2.368928	2.348658	2.368913	2.368913	2.368913	2.368913	2.368913	2.368913	2.368913	0.020269	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715953	2.368784	2.348532	2.368769	2.368769	2.368769	2.368769	2.368769	2.368769	2.368769	0.020252	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715853	2.368641	2.348405	2.368626	2.368626	2.368626	2.368626	2.368626	2.368626	2.368626	0.020236	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715753	2.368498	2.348279	2.368483	2.368483	2.368483	2.368483	2.368483	2.368483	2.368483	0.020219	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715653	2.368355	2.348153	2.368340	2.368340	2.368340	2.368340	2.368340	2.368340	2.368340	0.020202	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715553	2.368212	2.348026	2.368197	2.368197	2.368197	2.368197	2.368197	2.368197	2.368197	0.020185	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715453	2.368068	2.347900	2.368053	2.368053	2.368053	2.368053	2.368053	2.368053	2.368053	0.020168	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715353	2.367925	2.347774	2.367910	2.367910	2.367910	2.367910	2.367910	2.367910	2.367910	0.020152	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715253	2.367782	2.347647	2.367767	2.367767	2.367767	2.367767	2.367767	2.367767	2.367767	0.020135	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715153	2.367639	2.347521	2.367624	2.367624	2.367624	2.367624	2.367624	2.367624	2.367624	0.020118	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.715053	2.367496	2.347394	2.367481	2.367481	2.367481	2.367481	2.367481	2.367481	2.367481	0.020101	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714953	2.367353	2.347268	2.367338	2.367338	2.367338	2.367338	2.367338	2.367338	2.367338	0.020085	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714853	2.367210	2.347142	2.367195	2.367195	2.367195	2.367195	2.367195	2.367195	2.367195	0.020068	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714753	2.367067	2.347015	2.367052	2.367052	2.367052	2.367052	2.367052	2.367052	2.367052	0.020051	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714653	2.366924	2.346889	2.366909	2.366909	2.366909	2.366909	2.366909	2.366909	2.366909	0.020035	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714553	2.366781	2.346763	2.366766	2.366766	2.366766	2.366766	2.366766	2.366766	2.366766	0.020018	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714453	2.366638	2.346637	2.366623	2.366623	2.366623	2.366623	2.366623	2.366623	2.366623	0.020001	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014	0.000014
-0.714353	2.366495	2.346510	2.366480	2.366480	2.366480	2.366480	2.366480	2.366480	2.366480	0.019985	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714253	2.366352	2.346384	2.366337	2.366337	2.366338	2.366338	2.366338	2.366338	2.366338	0.019968	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
-0.714153	2.366209	2.346257	2.366194	2.366194	2.366195	2.366195	2.366195	2.366195	2.366195	0.019952	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014	0.000014
-0.714053	2.366066	2.346131	2.366052	2.366052	2.366052	2.366052	2.366052	2.366052	2.366052	0.019935	0.000015	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014
-0.713953	2.365923	2.346005	2.365909	2.365909	2.365909	2.365909	2.365909	2.365909	2.365909	0.019918	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713853	2.365780	2.345879	2.365766	2.365766	2.365766	2.365766	2.365766	2.365766	2.365766	0.019902	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713753	2.365638	2.345752	2.365623	2.365623	2.365623	2.365623	2.365623	2.365623	2.365623	0.019885	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713652	2.365495	2.345626	2.365480	2.365480	2.365481	2.365481	2.365481	2.365481	2.365481	0.019869	0.000015	0.000015	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713552	2.365352	2.345500	2.365338	2.365338	2.365338	2.365338	2.365338	2.365338	2.365338	0.019852	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713452	2.365209	2.345374	2.365195	2.365195	2.365195	2.365195	2.365195	2.365195	2.365195	0.019836	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713352	2.365067	2.345248	2.365052	2.365052	2.365052	2.365052	2.365052	2.365052	2.365052	0.019819	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713252	2.364924	2.345121	2.364910	2.364910	2.364910	2.364910	2.364910	2.364910	2.364910	0.019803	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713152	2.364781	2.344995	2.364767	2.364767	2.364767	2.364767	2.364767	2.364767	2.364767	0.019786	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.713052	2.364639	2.344869	2.364624	2.364624	2.364625	2.364625	2.364625	2.364625	2.364625	0.019770	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.712952	2.364496	2.344743	2.364482	2.364482	2.364482	2.364482	2.364482	2.364482	2.364482	0.019753	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.712852	2.364353	2.344616	2.364339	2.364339	2.364339	2.364339	2.364339	2.364339	2.364339	0.019737	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.712752	2.364211	2.344490	2.364197	2.364197	2.364197	2.364197	2.364197	2.364197	2.364197	0.019720	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.712652	2.364068	2.344364	2.364054	2.364054	2.364054	2.364054	2.364054	2.364054	2.364054	0.019704	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
-0.712552	2.363925	2.344238	2.363911	2.363911	2.363912	2.363912	2.363912	2.363912	2.363912	0.019687	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014	0.000014
